time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],duEW[unit=""],duNS[unit=""],duV[unit=""]
2024-01-01T12:00:00Z,-7.609444,112.595556,0.00023799142218194905,-0.0009553933050483464,-0.0020081917755305
2024-01-02T12:00:00Z,-7.609444,112.595556,0.000270154036115855,-0.0009131290134973824,-0.0019385637715458
2024-01-03T12:00:00Z,-7.609444,112.595556,0.00018565147183835504,-0.0007425844087265432,-0.0019970214925706
2024-01-04T12:00:00Z,-7.609444,112.595556,0.0001926844852278009,-0.0007637296803295612,-0.0021268930286169
2024-01-05T12:00:00Z,-7.609444,112.595556,0.0001938226050697267,-0.0008944926667027175,-0.002268239390105
2024-01-06T12:00:00Z,-7.609444,112.595556,0.00036540234577842057,-0.0009306951542384924,-0.0023571220226585
2024-01-07T12:00:00Z,-7.609444,112.595556,0.0004442643839865923,-0.0008247881196439266,-0.002389274071902
2024-01-08T12:00:00Z,-7.609444,112.595556,0.0004514141473919153,-0.0008170496439561248,-0.0021828436292707
2024-01-09T12:00:00Z,-7.609444,112.595556,0.0005048642633482814,-0.0006628965493291616,-0.0020814873278141
2024-01-10T12:00:00Z,-7.609444,112.595556,0.0004306597984395921,-0.0006130868569016457,-0.0021463618613779
2024-01-11T12:00:00Z,-7.609444,112.595556,0.00030155901913531125,-0.0007857547607272863,-0.0019645562861114
2024-01-12T12:00:00Z,-7.609444,112.595556,0.0003085201315116137,-0.001004381920211,-0.0017947144806385
2024-01-13T12:00:00Z,-7.609444,112.595556,0.000323215703247115,-0.0009625116363167764,-0.001843387610279
2024-01-14T12:00:00Z,-7.609444,112.595556,0.0003689526347443461,-0.0008543853764422238,-0.0019081478239968
2024-01-15T12:00:00Z,-7.609444,112.595556,0.0004295986436773092,-0.0010965921683236,-0.0018214504234492
2024-01-16T12:00:00Z,-7.609444,112.595556,0.0004886023234575987,-0.0012872506631538,-0.0019082260550931
2024-01-17T12:00:00Z,-7.609444,112.595556,0.0005320080672390759,-0.0012658480554819,-0.002126530278474
2024-01-18T12:00:00Z,-7.609444,112.595556,0.0004374480049591512,-0.001588134211488,-0.0022818862926214
2024-01-19T12:00:00Z,-7.609444,112.595556,0.00042945778113789856,-0.0017129933694377,-0.0022540532518178
2024-01-20T12:00:00Z,-7.609444,112.595556,0.0006588362157344818,-0.0017483135452494,-0.0024196251761168
2024-01-21T12:00:00Z,-7.609444,112.595556,0.0008611503290012479,-0.0016483531799167,-0.0025042078923434
2024-01-22T12:00:00Z,-7.609444,112.595556,0.0010071157012134,-0.001403309055604,-0.0025656328070908
2024-01-23T12:00:00Z,-7.609444,112.595556,0.0011501580011099,-0.0012696041958406,-0.0025215048808604
2024-01-24T12:00:00Z,-7.609444,112.595556,0.0011138488771393,-0.0010983840329572,-0.0024932262022048
2024-01-25T12:00:00Z,-7.609444,112.595556,0.0010000033071264,-0.0012526160571724,-0.0025783537421375
2024-01-26T12:00:00Z,-7.609444,112.595556,0.000975016097072512,-0.00162226438988,-0.0024938848800957
2024-01-27T12:00:00Z,-7.609444,112.595556,0.000949709035921842,-0.001790823880583,-0.0023567108437418
2024-01-28T12:00:00Z,-7.609444,112.595556,0.0010266543831676,-0.0016271355561912,-0.0023104017600417
2024-01-29T12:00:00Z,-7.609444,112.595556,0.0011486689327284,-0.0013771371450275,-0.0022576814517378
2024-01-30T12:00:00Z,-7.609444,112.595556,0.0011957079404965,-0.0011479500681161,-0.002397095086053
2024-01-31T12:00:00Z,-7.609444,112.595556,0.0011623027967289,-0.0011966320453211,-0.0024790184106677
2024-02-01T12:00:00Z,-7.609444,112.595556,0.0011036024661734,-0.0011768658878281,-0.0023870640434324
2024-02-02T12:00:00Z,-7.609444,112.595556,0.0009538503945805132,-0.0012465673498809,-0.0023205422330647
2024-02-03T12:00:00Z,-7.609444,112.595556,0.0007841692422516644,-0.001263459213078,-0.0022489114198833
2024-02-04T12:00:00Z,-7.609444,112.595556,0.0007994968327693641,-0.0013986509293317,-0.0021918029524385
2024-02-05T12:00:00Z,-7.609444,112.595556,0.0008398517966270447,-0.0015028006164357,-0.0022871529217809
2024-02-06T12:00:00Z,-7.609444,112.595556,0.0008590613142587245,-0.0015183608047664,-0.0022876730654388
2024-02-07T12:00:00Z,-7.609444,112.595556,0.0008194597903639078,-0.0012668543495237,-0.0023497461806982
2024-02-08T12:00:00Z,-7.609444,112.595556,0.0006793071515858173,-0.0010506900725886,-0.0025156766641885
2024-02-09T12:00:00Z,-7.609444,112.595556,0.0005014758207835257,-0.000940530328080058,-0.0026966072618961
2024-02-10T12:00:00Z,-7.609444,112.595556,0.0006068309303373098,-0.0007402978953905404,-0.0026715018320828
2024-02-11T12:00:00Z,-7.609444,112.595556,0.0007598120137117803,-0.0007307537598535419,-0.0025447614025324
2024-02-12T12:00:00Z,-7.609444,112.595556,0.0007544355466961861,-0.0011003464460372,-0.0023476511705666
2024-02-13T12:00:00Z,-7.609444,112.595556,0.0007675605593249202,-0.0016840539174154,-0.0021031557116657
2024-02-14T12:00:00Z,-7.609444,112.595556,0.0007696877000853419,-0.0020145813468843,-0.0019158917712047
2024-02-15T12:00:00Z,-7.609444,112.595556,0.000778011220972985,-0.0020439291838556,-0.0018101375317201
